e00fd6349fcabdd740b396b230a74f9f0d136f2e,DELETE,executable,code/enrichment_analysis/project_all/score/snRNAseq_aggregated_cpm.tsv,17229010,
33ae1f4da994efaad1538c6d740ac22fb6f0aab4,DELETE,regular-file,code/spot_deconvo/cell2location/02_registration_HE_broad_class.log,17115444,
279e53549e75b881fb7b063f05211fde529c17fb,DELETE,regular-file,code/spot_deconvo/cell2location/02_registration_HE_layer.log,20518064,
8e1c82f0c40758394abfc807a3fcc6094fef329d,DELETE,regular-file,plots/02_build_spe/ReferenceMapping.pdf,54308266,
f41fa6e0e3e6a25b390aa33a4d4fa3c3b493d97a,DELETE,regular-file,plots/02_build_spe/ReferenceMapping_erik.pdf,54308266,
89f9bb0104d49d7584d712a8cde2e9a580356291,DELETE,regular-file,plots/02_build_spe/prearrangedAllSamples.pdf,25909369,
76f38947ecb114bb0f457e9202ae33b59f207ded,DELETE,regular-file,plots/02_build_spe/prearrangedSamples.pdf,19261088,
bb7d964b55d8fc62b32ee7a6cbbea3c948be28d5,DELETE,regular-file,plots/02_build_spe/rearrangedAllSamples.pdf,46524743,
d6afd24570eb63581b262732ef6f7b98fe2d3727,DELETE,regular-file,plots/02_build_spe/rearrangedSamples.pdf,34066121,
121d390766e07d0d854af5ae4f6ff7d97eea1ecc,DELETE,regular-file,plots/02_build_spe/rearrangedTransformedAllSamples.pdf,46512998,
4c1e816bf3431de97777424ea0d17230366ee65f,DELETE,regular-file,plots/02_build_spe/rearrangedTransformedSamples.pdf,34080973,
620dc851d9267380f470fd5d0425b293f3d978ab,DELETE,regular-file,plots/02_build_spe/referenceMapping.pdf,68690285,
b2c74c643df33210208b255a55adda812edf51f1,DELETE,regular-file,plots/02_build_spe/referenceMapping_allSamples.pdf,76882653,
bd0744554d6d34823f8fdc80eacf9b79747f5653,DELETE,regular-file,plots/04_QC/QC_Br6522.pdf,13593744,
4a258a4951b9190339daed3f478faad1c4d3399e,DELETE,regular-file,plots/04_QC/QC_discard_highMito_by_brain.pdf,27386218,
7d30edeefa15e968d75947c67f5ab524d41ed975,DELETE,regular-file,plots/04_QC/QC_discard_highMito_by_brain_allSamples.pdf,30689813,
eb4fa5f1a98872e9225bc46ac4be403a08d1ea33,DELETE,regular-file,plots/04_QC/QC_discard_highMito_by_capture_area.pdf,27384223,
5337f4eb1b7b0d126fc2fa81199d3a80dabc8d42,DELETE,regular-file,plots/04_QC/QC_discard_highMito_by_capture_area_allSamples.pdf,30687992,
